City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
363,aripuana,-9.1667,-60.6333,23.05,96,100,0.95,BR,1730694110
364,tharangambadi,11.0319,79.8528,29.21,69,28,3.52,IN,1730694111
365,northam,51.0333,-4.2167,10.9,91,9,3.34,GB,1730694112
366,aioun,16.6614,-9.6149,26.93,18,79,3.44,MR,1730694114
367,tromso,69.6496,18.957,1.01,93,75,1.03,NO,1730694115
368,rongelap,11.1635,166.8941,26.7,84,100,4.79,MH,1730694116
369,corner brook,48.9667,-57.9484,1.0,66,100,4.72,CA,1730694118
370,peniche,39.3558,-9.3811,18.45,85,100,7.19,PT,1730694120
371,port douglas,-16.4833,145.4667,27.0,61,73,5.66,AU,1730694121
372,farah,32.5,62.5,24.0,19,1,1.08,AF,1730694122
373,antsiranana,-12.2787,49.2917,28.42,65,20,5.14,MG,1730694123
374,nelson bay,-32.7167,152.15,21.16,83,100,6.26,AU,1730693705
375,mount pearl,47.5166,-52.7813,1.29,79,40,5.66,CA,1730694125
376,vikulovo,56.8167,70.6107,-1.07,60,29,6.99,RU,1730694127
377,totness,5.8833,-56.3167,26.6,85,38,4.59,SR,1730694129
378,roswell,34.0232,-84.3616,16.61,69,0,5.66,US,1730693935
379,magdagachi,53.45,125.8,-3.68,48,9,2.51,RU,1730694131
380,tazovsky,67.4667,78.7,-3.6,88,99,10.29,RU,1730694132
381,lazaro cardenas,17.9583,-102.2,26.02,82,4,1.41,MX,1730693605
382,wesley chapel,28.2397,-82.3279,22.72,89,0,2.57,US,1730694109
383,barela,23.1,80.05,22.45,68,0,1.03,IN,1730694140
384,kristiansund,63.1115,7.732,10.63,93,75,2.06,NO,1730694141
385,harar,9.3094,42.1258,14.4,55,67,3.02,ET,1730694142
386,georgetown,5.4112,100.3354,30.96,73,40,3.6,MY,1730694143
387,palmas,-10.2128,-48.3603,27.93,83,75,1.54,BR,1730693961
388,vrontados,38.4089,26.1328,14.92,51,20,7.2,GR,1730693997
389,rmi capitol,7.0893,171.3805,27.97,78,100,2.57,MH,1730694147
390,baley,51.6,116.6333,-3.85,50,84,2.04,RU,1730694148
391,qamdo,31.1667,97.2333,4.87,36,99,2.09,CN,1730694149
392,morris,40.8334,-74.5329,4.53,62,83,1.87,US,1730694059
393,charters towers,-20.1,146.2667,35.11,19,23,6.81,AU,1730694153
394,businga,3.3333,20.8833,21.02,99,96,0.41,CD,1730694154
395,princeton,25.5384,-80.4089,26.12,79,100,4.12,US,1730694155
396,valle de la pascua,9.2155,-66.0073,24.51,85,75,2.2,VE,1730694157
397,linganore,39.4404,-77.208,7.44,73,39,2.4,US,1730694158
398,sainyabuli,19.25,101.75,28.71,46,11,1.15,LA,1730694159
399,pesaro,43.9036,12.8903,8.99,84,0,3.84,IT,1730694160
400,goianesia,-15.3175,-49.1175,19.97,95,100,1.12,BR,1730694161
401,minna,9.6139,6.5569,22.84,53,4,4.12,NG,1730694163
402,novo aripuana,-5.1206,-60.3797,25.75,75,94,0.31,BR,1730694164
403,weno,7.4515,151.8468,30.97,89,75,2.57,FM,1730693572
404,lokomotivnyy,53.0118,60.5684,-3.17,70,8,6.9,RU,1730694166
405,mohammedia,33.7066,-7.3944,16.11,100,40,3.09,MA,1730694167
406,palikir - national government center,6.9248,158.1611,31.41,66,75,4.63,FM,1730694168
407,wynyard,-41.0,145.7167,19.55,53,53,1.34,AU,1730694170
408,grand falls-windsor,48.9332,-55.6649,-1.39,89,11,3.57,CA,1730694171
409,paradip garh,20.3167,86.6167,27.52,60,6,2.01,IN,1730694172
410,fort bragg,35.139,-79.006,14.39,79,100,3.09,US,1730693952
411,zarghun shahr,32.8473,68.4457,13.19,34,0,0.61,AF,1730694174
412,olsztyn,53.7799,20.4942,5.97,77,81,3.89,PL,1730694175
413,cabo san lucas,22.8909,-109.9124,22.09,65,48,2.24,MX,1730694048
414,queenstown,-31.8976,26.8753,14.79,85,98,1.78,ZA,1730694017
415,'ain el melh,34.8415,4.1638,14.04,80,85,2.8,DZ,1730694179
416,lata,40.1629,-8.3327,14.94,70,100,2.0,PT,1730694181
417,burao,9.5221,45.5336,20.88,40,80,2.85,SO,1730694182
418,dolores,-36.3132,-57.6792,17.47,80,99,6.19,AR,1730694184
419,inhambane,-23.865,35.3833,25.99,78,40,4.12,MZ,1730694185
420,carutapera,-1.195,-46.02,25.98,77,5,4.66,BR,1730694186
421,neelankarai,12.9455,80.2575,31.16,78,40,2.57,IN,1730694187
422,zaigrayevo,51.8336,108.2703,-0.47,32,37,2.83,RU,1730694188
423,andergrove,-21.0833,149.1833,26.07,63,8,4.78,AU,1730694189
424,teguise,29.0605,-13.564,15.12,77,0,1.03,ES,1730694192
425,kuna,43.4918,-116.4201,6.45,85,75,3.6,US,1730694193
426,colonia,50.9333,6.95,5.54,96,10,1.91,DE,1730693732
427,suntar,62.1444,117.6319,-15.49,92,99,1.08,RU,1730694195
428,le vauclin,14.5452,-60.8388,25.03,100,20,1.54,MQ,1730694196
429,oriximina,-1.7656,-55.8661,29.33,53,42,2.72,BR,1730694198
430,miandrivazo,-19.5167,45.4667,29.0,53,3,0.76,MG,1730694199
431,new plymouth,-39.0667,174.0833,12.4,100,97,6.05,NZ,1730694032
432,plaza huincul,-38.926,-69.2086,11.19,10,47,1.34,AR,1730694193
433,north battleford,52.7834,-108.2847,-5.95,93,0,2.06,CA,1730694202
434,freetown,8.484,-13.2299,25.71,83,99,0.9,SL,1730694203
435,laguna,38.421,-121.4238,16.1,50,0,5.14,US,1730694205
436,gofitskoye,45.0792,43.0464,-0.1,79,0,2.91,RU,1730694206
437,san ignacio de velasco,-16.3667,-60.95,22.22,89,100,1.69,BO,1730694207
438,kiknur,57.3034,47.2011,-10.53,98,88,1.92,RU,1730694208
439,superior,46.7208,-92.1041,8.54,96,100,7.2,US,1730694209
440,paracuru,-3.41,-39.0306,25.42,79,49,6.83,BR,1730694210
441,sao tome,0.3365,6.7273,25.45,88,100,2.77,ST,1730694212
442,isale,6.6979,3.1421,23.87,87,16,0.95,NG,1730694213
443,mili,6.0815,171.735,28.39,72,100,2.25,MH,1730694214
444,richards bay,-28.783,32.0377,22.92,86,91,3.66,ZA,1730694215
445,saudarkrokur,65.7461,-19.6394,8.05,88,100,6.16,IS,1730694216
446,prince rupert,54.3161,-130.3201,6.83,92,100,8.75,CA,1730694218
447,pyapon,16.2833,95.6833,29.63,71,97,2.3,MM,1730694220
448,usogorsk,63.4106,48.6872,-4.41,84,66,3.69,RU,1730693954
449,muisne,0.6,-80.0333,22.9,79,99,3.7,EC,1730694222
450,tralee,52.2704,-9.7026,11.48,79,94,1.55,IE,1730693742
451,kitimat,54.0524,-128.6534,6.06,29,100,1.07,CA,1730694225
452,dalianwan,39.0286,121.695,10.02,46,20,7.0,CN,1730694226
453,taoudenni,22.6783,-3.9836,24.74,17,0,1.02,ML,1730694228
454,tanda,26.55,82.65,28.46,37,0,0.95,IN,1730694229
455,tibanbang,6.6315,126.1055,28.96,72,100,1.11,PH,1730694231
456,urangan,-25.3,152.9,23.13,74,71,5.32,AU,1730694232
457,ad dabbah,18.05,30.95,19.28,32,7,3.91,SD,1730694233
458,homer,59.6425,-151.5483,3.22,81,100,12.07,US,1730694234
459,happy valley-goose bay,53.3168,-60.3315,-0.83,55,75,5.66,CA,1730694235
460,maych'ew,12.7875,39.5422,11.19,68,6,1.96,ET,1730693990
461,kadnikov,59.5022,40.338,-3.35,89,100,1.22,RU,1730694238
462,brokopondo,4.75,-55.1667,26.17,78,48,5.22,SR,1730694239
463,changleng,28.7,115.8167,24.65,41,78,5.08,CN,1730694241
464,jiazi,22.8779,116.067,26.25,63,71,6.25,CN,1730694242
465,ailuk,10.2197,169.9797,28.21,67,96,2.35,MH,1730694244
466,ujae,8.9322,165.7642,27.66,79,97,6.58,MH,1730694245
467,nadym,65.5333,72.5167,-3.64,95,100,8.76,RU,1730694246
468,east london,-33.0153,27.9116,17.52,77,0,5.66,ZA,1730694247
469,nayoro,44.3506,142.4578,8.99,91,100,6.43,JP,1730694248
470,sisimiut,66.9395,-53.6735,-2.14,83,100,10.52,GL,1730693960
471,anloga,5.7947,0.8973,26.96,77,6,1.85,GH,1730694251
472,port-gentil,-0.7193,8.7815,24.38,93,100,2.99,GA,1730694252
473,bel ombre,-4.6167,55.4167,28.91,70,20,1.03,SC,1730694253
474,haiku-pauwela,20.9219,-156.3051,25.12,75,40,8.94,US,1730694257
475,oliver,49.1831,-119.5524,1.95,93,49,0.51,CA,1730694258
476,puerto el triunfo,13.2833,-88.55,25.33,88,80,1.32,SV,1730694259
477,al burayqah,30.4062,19.5739,20.06,69,38,4.49,LY,1730694260
478,bereket,39.2446,55.5154,12.44,87,100,4.21,TM,1730694262
479,susanville,40.4163,-120.653,0.46,77,1,0.45,US,1730694263
480,luderitz,-26.6481,15.1594,14.52,71,80,10.59,NA,1730694264
481,alo,6.5486,4.2686,25.28,86,18,1.05,NG,1730694265
482,belmonte,-15.8631,-38.8828,23.26,89,99,2.72,BR,1730694266
483,reggane,26.7158,0.1714,25.67,16,96,2.22,DZ,1730694267
484,san martin,-33.081,-68.4681,21.03,62,0,3.18,AR,1730694269
485,titahari,26.6667,87.2833,27.56,60,0,1.52,NP,1730694270
486,mormugao,15.4,73.8,28.59,79,20,2.06,IN,1730694271
487,ivdel',60.6911,60.4206,-1.47,72,100,5.51,RU,1730694273
488,pandan,14.0453,124.1694,28.37,75,13,4.06,PH,1730694274
489,virginia beach,36.8529,-75.978,14.44,78,75,3.09,US,1730693675
490,zemio,5.0314,25.1361,20.62,97,89,0.59,CF,1730694277
491,paramonga,-10.6667,-77.8333,18.19,90,56,4.04,PE,1730694278
492,jayapura,-2.5333,140.7,31.66,78,98,3.68,ID,1730694279
493,bridlington,54.0831,-0.1919,10.29,6,27,2.16,GB,1730694281
494,yelizovo,53.1873,158.3805,3.08,30,20,3.0,RU,1730694283
495,revda,56.801,59.9303,-3.73,82,100,6.51,RU,1730694284
496,nyurba,63.2842,118.3319,-16.76,93,70,0.78,RU,1730694285
497,eidson road,28.6772,-100.487,26.2,68,0,8.46,US,1730694286
498,brandon,27.9378,-82.2859,22.93,91,0,2.06,US,1730694287
499,otra banda,18.6502,-68.6628,22.84,95,100,1.71,DO,1730694289
500,hadibu,12.65,54.0333,26.12,81,21,1.05,YE,1730694290
501,dakhla,23.6848,-15.958,19.05,90,91,5.0,EH,1730694291
502,suifenhe,44.4,131.1667,0.35,77,83,6.38,CN,1730694292
503,untsukul',42.7115,46.7866,-0.46,84,100,0.77,RU,1730694293
504,okhotsk,59.3833,143.3,-6.87,64,100,5.36,RU,1730694294
505,holualoa,19.6228,-155.9522,23.79,89,99,0.88,US,1730694296
506,jackson,42.4165,-122.8345,6.93,84,0,0.45,US,1730693736
507,xinyuan,37.3,99.0,2.99,15,0,4.84,CN,1730694298
508,donetsk,48.0,37.8,2.37,53,100,7.72,UA,1730694216
509,arraial do cabo,-22.9661,-42.0278,23.07,88,100,8.86,BR,1730694300
510,nagqu,31.5,92.0,0.76,25,75,1.76,CN,1730694302
511,port macquarie,-31.4333,152.9167,21.86,87,92,5.45,AU,1730694303
512,likisa,-8.6695,125.6875,26.82,45,58,2.81,TL,1730694304
513,ouadda,8.0777,22.4007,20.35,61,80,1.39,CF,1730694305
514,ilheus,-14.7889,-39.0494,22.34,92,100,1.22,BR,1730694306
515,mar del plata,-38.0023,-57.5575,16.08,91,100,8.05,AR,1730694307
516,yanchep,-31.55,115.6833,19.17,59,2,5.5,AU,1730694310
517,tidjikja,18.5564,-11.4271,26.67,15,0,4.02,MR,1730694311
518,cotacachi,0.3,-78.2667,13.33,93,100,0.32,EC,1730694312
519,port saint john's,-31.6229,29.5448,19.38,87,100,3.77,ZA,1730694313
520,dakoro,14.5106,6.765,22.68,20,100,4.46,NE,1730694314
521,roma,43.2128,-75.4557,2.99,75,0,3.13,US,1730694062
522,taulaga,-11.0553,-171.0883,28.51,74,60,5.33,AS,1730694317
523,copala,16.65,-98.9833,25.43,87,14,2.32,MX,1730694318
524,mil'kovo,55.6078,37.7956,0.19,59,100,4.48,RU,1730694319
525,antonio enes,-16.2325,39.9086,25.96,79,0,1.25,MZ,1730694320
526,saint-philippe,-21.3585,55.7679,23.49,82,41,3.42,RE,1730694321
527,timmins,48.4669,-81.3331,2.9,87,100,5.66,CA,1730694315
528,puerto gaitan,4.3133,-72.0816,25.26,87,100,1.14,CO,1730694324
529,okulovka,58.4008,33.2908,-1.46,92,98,3.79,RU,1730694325
530,port hedland,-20.3167,118.5667,41.03,22,11,6.17,AU,1730694326
531,hameenkyro,61.6391,23.1953,-3.41,94,8,1.88,FI,1730694328
532,ar rudayyif,34.3827,8.1555,16.74,66,96,1.27,TN,1730694329
533,anna regina,7.2644,-58.5077,27.21,81,39,3.14,GY,1730694330
534,tanjung selor,2.8372,117.3642,29.25,83,98,0.5,ID,1730694331
535,son la,21.3167,103.9,24.39,53,0,1.55,VN,1730694332
536,santa cruz,-17.8,-63.1667,24.7,88,20,4.12,BO,1730694073
537,arkalyk,50.2486,66.9114,-0.3,97,100,3.97,KZ,1730694335
538,mizan teferi,6.9833,35.5833,15.39,95,97,1.21,ET,1730694336
539,petropavlovsk-kamchatsky,53.0452,158.6483,2.33,30,20,3.0,RU,1730694337
540,greenville,35.6127,-77.3663,10.64,81,2,3.15,US,1730694206
541,zheshart,62.0731,49.5733,-3.68,80,60,3.97,RU,1730694340
542,tommot,58.9564,126.2925,-8.53,86,100,1.72,RU,1730694342
543,warren,39.4334,-84.1666,19.28,70,75,5.14,US,1730693546
544,kenai,60.5544,-151.2583,1.05,99,100,0.0,US,1730694305
545,hwange,-18.3693,26.5019,24.56,46,17,0.67,ZW,1730694345
546,agat village,13.3886,144.6585,31.52,82,40,6.17,GU,1730694347
547,la'ie,21.6477,-157.9253,25.62,79,90,1.79,US,1730694349
548,luchenza,-16.0069,35.3095,22.79,67,4,2.1,MW,1730694350
549,poso,-1.3959,120.7524,30.63,61,98,1.35,ID,1730694353
550,puerto deseado,-47.7503,-65.8938,14.58,32,100,9.97,AR,1730694242
551,sollenau,47.9026,16.2498,4.12,100,90,0.95,AT,1730694355
552,shache,38.4167,77.2406,13.65,30,0,1.59,CN,1730694356
553,isiro,2.7739,27.616,18.65,99,100,0.62,CD,1730694358
554,cabinda,-5.55,12.2,25.11,91,100,3.32,AO,1730694359
555,magadan,59.5667,150.8,-8.69,69,45,4.49,RU,1730694360
556,ancenis,47.3667,-1.1667,10.15,91,19,3.33,FR,1730694361
557,kuta,-8.7233,115.1723,31.97,74,20,6.17,ID,1730694139
558,severnoye,56.3491,78.3619,1.89,99,100,2.07,RU,1730694363
559,lycksele,64.5954,18.6735,-6.07,93,81,1.54,SE,1730694365
560,paraiso,9.8383,-83.8656,18.01,98,100,0.69,CR,1730694366
561,dukku,10.8231,10.7717,20.18,36,42,2.87,NG,1730694367
562,amungan,15.3652,119.9582,29.6,67,100,3.86,PH,1730694368
563,mogadishu,2.0371,45.3438,26.93,89,20,1.54,SO,1730694285
564,holmen,43.9633,-91.2562,10.71,96,100,0.0,US,1730694372
565,nikolayevsk-on-amure,53.1406,140.73,-1.97,52,51,2.13,RU,1730694373
566,lodwar,3.1191,35.5973,28.55,50,38,5.41,KE,1730694374
567,natal,-5.795,-35.2094,26.12,73,40,6.17,BR,1730694209
568,talbahat,25.05,78.4333,27.04,37,0,2.06,IN,1730694376
569,ormara,25.2088,64.6357,27.16,73,0,2.18,PK,1730694378
570,zwedru,6.0667,-8.1281,21.56,99,50,0.91,LR,1730694379
571,xiongzhou,25.1167,114.3,26.66,39,78,3.56,CN,1730694380
572,mugia,43.1041,-9.2179,16.42,73,54,2.98,ES,1730694381
573,leh,34.1667,77.5833,3.36,32,0,0.56,IN,1730694382
574,katsuura,35.1333,140.3,22.52,58,0,6.08,JP,1730694385
575,salinopolis,-0.6136,-47.3561,26.61,74,5,5.53,BR,1730694386
576,laoang,12.5,125.0167,28.15,79,94,1.82,PH,1730694387
577,nouadhibou,20.931,-17.0347,17.99,94,7,5.14,MR,1730694390
578,kavieng,-2.5744,150.7967,29.1,71,91,3.34,PG,1730694391
579,soio,-6.1349,12.3689,25.08,90,100,3.43,AO,1730694393
580,acara,-1.9608,-48.1967,22.09,95,13,1.04,BR,1730694394
581,caussade,44.1608,1.5391,12.06,83,0,2.47,FR,1730694396
582,humaita,-7.5061,-63.0208,23.22,98,91,1.73,BR,1730694397
583,podporozh'ye,60.9112,34.1706,-2.89,89,72,2.52,RU,1730694398
584,gaspe,48.8334,-64.4819,1.12,64,75,4.12,CA,1730694399
585,palu,-0.8917,119.8707,31.31,65,100,1.18,ID,1730694400
586,leava,-14.3,-178.1667,28.27,76,10,1.42,WF,1730694401
587,puerto madero,14.7208,-92.4215,26.11,94,40,0.0,MX,1730694188
588,san carlos,9.6612,-68.5827,22.66,93,62,1.25,VE,1730694404
589,elizabeth city,36.2946,-76.2511,12.0,87,0,2.06,US,1730694198
590,eraan,9.0629,117.7016,31.01,65,100,0.88,PH,1730694406
591,tuy hoa,13.0833,109.3,27.69,81,96,4.14,VN,1730694407
592,santa terezinha,-29.9002,-50.0904,20.66,87,95,6.85,BR,1730694409
593,dubovka,49.0583,44.829,0.74,73,81,6.35,RU,1730694410
594,araxa,-19.5933,-46.9406,17.9,98,98,2.43,BR,1730694411
595,broome,42.2506,-75.833,4.23,61,0,3.09,US,1730694412
596,manicore,-5.8092,-61.3003,27.8,63,100,1.27,BR,1730694413
597,adh dhibiyah,24.5014,45.9686,20.94,37,0,3.56,SA,1730694415
598,horta,38.5333,-28.6333,18.34,90,49,4.02,PT,1730694416
599,abalak,58.1286,68.5944,-2.65,65,71,6.5,RU,1730694417
600,brasileia,-11.0161,-68.7481,22.48,96,76,1.43,BR,1730694418
601,mhamid,29.82,-5.72,19.04,43,98,2.95,MA,1730694419
602,noyabrsk,63.1994,75.4507,-4.08,91,100,14.37,RU,1730694420
603,nahiyat ash shinafiyah,31.5874,44.6602,21.32,69,43,4.74,IQ,1730694423
604,bolnisi,41.4479,44.5384,5.88,73,95,0.87,GE,1730694424
605,bom jesus,-9.0744,-44.3586,24.21,46,8,0.06,BR,1730694425
606,berdigestyakh,62.0989,126.6992,-17.09,90,99,1.6,RU,1730694426
607,korsakov,46.6328,142.7813,2.91,97,100,7.83,RU,1730694428
608,edd,13.9297,41.6925,29.65,41,6,3.4,ER,1730694429
609,itaguacu,-19.8019,-40.8556,20.62,96,99,1.03,BR,1730694430
610,fukuecho,32.6881,128.8419,23.2,56,20,3.6,JP,1730694431
611,conceicao do araguaia,-8.2578,-49.2647,23.92,90,100,0.89,BR,1730694432
612,isangel,-19.55,169.2667,27.06,61,75,5.14,VU,1730694433
